,outname,pyearnm,area,outcome,stname,pyear,agegrp,est_total,low_total,up_total,group,nsel,ncomp,wtintrr,pop,BSAE,low_sae,up_sae,ste_total,ste_sae,state,gen_corr,year,BSAE_perc
48070,any mental illness in the past year,2008-2009,2.0,AMIYR,Louisiana,9.0,4.0,566.0,498.0,640.0,2.0,1559.0,1244.0,0.7828,3239922.0,0.174638,0.153858,0.197568,36.0,0.011202,22.0,0.21632606557448222,2009,17.4638
48190,any mental illness in the past year,2008-2009,2.0,AMIYR,Maine,9.0,4.0,198.0,175.0,223.0,4.0,1534.0,1256.0,0.7902,1027979.0,0.192516,0.170054,0.217168,12.0,0.012073,23.0,0.16486159405808706,2009,19.2516
48310,any mental illness in the past year,2008-2009,2.0,AMIYR,Maryland,9.0,4.0,712.0,616.0,819.0,1.0,1431.0,1116.0,0.7513,4223209.0,0.168614,0.145972,0.19397,52.0,0.01231,24.0,0.23597580236172624,2009,16.8614
48430,any mental illness in the past year,2008-2009,2.0,AMIYR,Massachusetts,9.0,4.0,904.0,797.0,1022.0,3.0,1648.0,1277.0,0.7439,5021415.0,0.180082,0.158759,0.203577,58.0,0.011474,25.0,0.19100759823109062,2009,18.0082
48550,any mental illness in the past year,2008-2009,2.0,AMIYR,Michigan,9.0,4.0,1395.0,1301.0,1495.0,3.0,6273.0,4879.0,0.7495,7489772.0,0.186279,0.173692,0.199557,50.0,0.006635,26.0,0.0813731122957311,2009,18.6279
48670,any mental illness in the past year,2008-2009,2.0,AMIYR,Minnesota,9.0,4.0,742.0,658.0,834.0,4.0,1507.0,1198.0,0.7731,3918474.0,0.189384,0.16791,0.212901,45.0,0.011576,27.0,0.19197670570255837,2009,18.9384
48790,any mental illness in the past year,2008-2009,2.0,AMIYR,Mississippi,9.0,4.0,358.0,313.0,407.0,1.0,1534.0,1230.0,0.7685,2109559.0,0.169477,0.148318,0.192971,24.0,0.011442,28.0,0.18688977529099082,2009,16.947699999999998
48910,any mental illness in the past year,2008-2009,2.0,AMIYR,Missouri,9.0,4.0,843.0,743.0,953.0,4.0,1511.0,1182.0,0.75,4413180.0,0.191075,0.168471,0.215923,54.0,0.012172,29.0,0.1950225227703083,2009,19.107499999999998
49030,any mental illness in the past year,2008-2009,2.0,AMIYR,Montana,9.0,4.0,141.0,124.0,159.0,4.0,1525.0,1215.0,0.7566,735095.0,0.191781,0.169295,0.216474,9.0,0.012095,30.0,0.19494742342216084,2009,19.1781
49150,any mental illness in the past year,2008-2009,2.0,AMIYR,Nebraska,9.0,4.0,230.0,203.0,260.0,2.0,1546.0,1210.0,0.767,1309473.0,0.175648,0.155166,0.1982,14.0,0.011023,31.0,0.22243636420826854,2009,17.564799999999998
49270,any mental illness in the past year,2008-2009,2.0,AMIYR,Nevada,9.0,4.0,394.0,346.0,447.0,5.0,1543.0,1185.0,0.7165,1915689.0,0.205882,0.180808,0.233442,26.0,0.013445,32.0,0.19993326659992544,2009,20.5882
49390,any mental illness in the past year,2008-2009,2.0,AMIYR,New Hampshire,9.0,4.0,186.0,164.0,210.0,3.0,1580.0,1236.0,0.7605,1013794.0,0.183483,0.162139,0.206943,12.0,0.011493,33.0,0.1854161251639927,2009,18.348300000000002
49510,any mental illness in the past year,2008-2009,2.0,AMIYR,New Jersey,9.0,4.0,1152.0,999.0,1324.0,2.0,1684.0,1274.0,0.7178,6530487.0,0.17649,0.153012,0.202708,83.0,0.01272,34.0,0.20217511156087703,2009,17.649
49630,any mental illness in the past year,2008-2009,2.0,AMIYR,New Mexico,9.0,4.0,260.0,229.0,296.0,3.0,1526.0,1208.0,0.7721,1458739.0,0.178509,0.156732,0.202585,17.0,0.011771,35.0,0.1785670391817658,2009,17.8509
49750,any mental illness in the past year,2008-2009,2.0,AMIYR,New York,9.0,4.0,2723.0,2520.0,2939.0,3.0,7071.0,4919.0,0.6749,14837440.0,0.183538,0.169852,0.198065,107.0,0.007222,36.0,0.09699277981960125,2009,18.3538
49870,any mental illness in the past year,2008-2009,2.0,AMIYR,North Carolina,9.0,4.0,1211.0,1065.0,1373.0,3.0,1512.0,1216.0,0.7777,6826409.0,0.177419,0.156011,0.201064,79.0,0.011526,37.0,0.21477954573031738,2009,17.7419
49990,any mental illness in the past year,2008-2009,2.0,AMIYR,North Dakota,9.0,4.0,75.0,65.0,86.0,1.0,1575.0,1240.0,0.7689,483818.0,0.154634,0.134836,0.176746,5.0,0.0107,38.0,0.22522519111163805,2009,15.4634
50110,any mental illness in the past year,2008-2009,2.0,AMIYR,Ohio,9.0,4.0,1586.0,1471.0,1708.0,3.0,6142.0,4804.0,0.7322,8614515.0,0.184135,0.170784,0.198281,61.0,0.007045,39.0,0.07070305807258304,2009,18.4135
50230,any mental illness in the past year,2008-2009,2.0,AMIYR,Oklahoma,9.0,4.0,541.0,476.0,613.0,5.0,1552.0,1220.0,0.7588,2663075.0,0.203265,0.17884,0.230092,35.0,0.013136,40.0,0.1983365197280978,2009,20.3265
50350,any mental illness in the past year,2008-2009,2.0,AMIYR,Oregon,9.0,4.0,566.0,498.0,641.0,4.0,1624.0,1310.0,0.752,2894334.0,0.195496,0.171956,0.221398,37.0,0.012652,41.0,0.18667492201594968,2009,19.5496
50470,any mental illness in the past year,2008-2009,2.0,AMIYR,Pennsylvania,9.0,4.0,1700.0,1566.0,1843.0,3.0,5212.0,3873.0,0.718,9535498.0,0.17826,0.164214,0.19323,71.0,0.007445,42.0,0.12061640395004591,2009,17.826
50590,any mental illness in the past year,2008-2009,2.0,AMIYR,Rhode Island,9.0,4.0,190.0,168.0,214.0,5.0,1534.0,1178.0,0.7589,807061.0,0.235255,0.208111,0.264756,12.0,0.014531,44.0,0.16268283160177638,2009,23.5255
50710,any mental illness in the past year,2008-2009,2.0,AMIYR,South Carolina,9.0,4.0,567.0,494.0,647.0,1.0,1510.0,1239.0,0.7856,3342434.0,0.169506,0.147901,0.19355,39.0,0.011696,45.0,0.1905860927384742,2009,16.950599999999998
50830,any mental illness in the past year,2008-2009,2.0,AMIYR,South Dakota,9.0,4.0,97.0,85.0,110.0,1.0,1584.0,1302.0,0.7871,591530.0,0.164045,0.143665,0.186687,7.0,0.011007,46.0,0.20623470319740272,2009,16.4045
50950,any mental illness in the past year,2008-2009,2.0,AMIYR,Tennessee,9.0,4.0,893.0,789.0,1008.0,4.0,1643.0,1272.0,0.7305,4672365.0,0.191239,0.168921,0.215741,56.0,0.012003,47.0,0.1738866575477886,2009,19.1239
51070,any mental illness in the past year,2008-2009,2.0,AMIYR,Texas,9.0,4.0,2844.0,2625.0,3077.0,1.0,6095.0,4835.0,0.76,17260426.0,0.164734,0.152058,0.178244,116.0,0.006716,48.0,0.0890189213058533,2009,16.473399999999998
51190,any mental illness in the past year,2008-2009,2.0,AMIYR,Utah,9.0,4.0,409.0,365.0,456.0,5.0,1521.0,1224.0,0.782,1876292.0,0.217803,0.194485,0.243072,23.0,0.012442,49.0,0.18370759215237062,2009,21.7803
51310,any mental illness in the past year,2008-2009,2.0,AMIYR,Vermont,9.0,4.0,91.0,80.0,103.0,4.0,1520.0,1219.0,0.764,487763.0,0.18656,0.164597,0.210714,6.0,0.011782,50.0,0.1846862278224963,2009,18.656
51430,any mental illness in the past year,2008-2009,2.0,AMIYR,Virginia,9.0,4.0,941.0,825.0,1071.0,1.0,1569.0,1240.0,0.7558,5764657.0,0.163313,0.143101,0.18576,63.0,0.010922,51.0,0.20381288228809033,2009,16.331300000000002
51550,any mental illness in the past year,2008-2009,2.0,AMIYR,Washington,9.0,4.0,982.0,867.0,1108.0,5.0,1602.0,1216.0,0.7416,4947930.0,0.198479,0.175266,0.223932,62.0,0.012455,53.0,0.17417968074566686,2009,19.8479
51670,any mental illness in the past year,2008-2009,2.0,AMIYR,West Virginia,9.0,4.0,281.0,248.0,318.0,5.0,1555.0,1192.0,0.7395,1406225.0,0.200028,0.176288,0.226088,18.0,0.012736,54.0,0.16322170959341223,2009,20.0028
51790,any mental illness in the past year,2008-2009,2.0,AMIYR,Wisconsin,9.0,4.0,848.0,749.0,956.0,5.0,1585.0,1236.0,0.7588,4247553.0,0.19963,0.176429,0.225048,53.0,0.012478,55.0,0.1861206377203933,2009,19.963
51910,any mental illness in the past year,2008-2009,2.0,AMIYR,Wyoming,9.0,4.0,81.0,71.0,91.0,5.0,1654.0,1272.0,0.7456,399196.0,0.202438,0.178783,0.228354,5.0,0.012733,56.0,0.1934648230919816,2009,20.2438
52030,any mental illness in the past year,2009-2010,0.0,AMIYR,National,10.0,4.0,41303.0,40345.0,42285.0,,117717.0,91403.0,0.7397,228239562.0,0.180977,0.176768,0.185264,494.0,0.002164,-5.0,0.0,2010,18.0977
52150,any mental illness in the past year,2009-2010,1.0,AMIYR,Northeast,10.0,4.0,7747.0,7398.0,8110.0,,23538.0,17680.0,0.7186,42190250.0,0.183634,0.175343,0.192225,182.0,0.004326,-4.0,0.10805851758388654,2010,18.3634
52270,any mental illness in the past year,2009-2010,1.0,AMIYR,Midwest,10.0,4.0,9272.0,8948.0,9605.0,,33158.0,25772.0,0.7431,49883820.0,0.185871,0.179371,0.192551,168.0,0.003377,-3.0,0.07776567508597787,2010,18.5871
52390,any mental illness in the past year,2009-2010,1.0,AMIYR,South,10.0,4.0,14638.0,14080.0,15219.0,,35269.0,28069.0,0.7576,83522600.0,0.175293,0.168577,0.182218,292.0,0.003494,-2.0,0.0765483372623867,2010,17.5293
52510,any mental illness in the past year,2009-2010,1.0,AMIYR,West,10.0,4.0,9645.0,9197.0,10111.0,,25752.0,19882.0,0.7257,52642893.0,0.183227,0.174707,0.192065,234.0,0.004453,-1.0,0.07568027932442764,2010,18.3227
52630,any mental illness in the past year,2009-2010,2.0,AMIYR,Alabama,10.0,4.0,732.0,641.0,831.0,5.0,1536.0,1189.0,0.7432,3508919.0,0.208516,0.182762,0.236846,49.0,0.013833,1.0,0.20157460295925012,2010,20.8516
52750,any mental illness in the past year,2009-2010,2.0,AMIYR,Alaska,10.0,4.0,96.0,84.0,110.0,4.0,1507.0,1202.0,0.7764,496232.0,0.193906,0.168815,0.221732,7.0,0.013463,2.0,0.2089780324886267,2010,19.3906
52870,any mental illness in the past year,2009-2010,2.0,AMIYR,Arizona,10.0,4.0,878.0,760.0,1010.0,3.0,1583.0,1249.0,0.7488,4810127.0,0.182568,0.158045,0.209948,64.0,0.013276,4.0,0.2179845161189709,2010,18.256800000000002
52990,any mental illness in the past year,2009-2010,2.0,AMIYR,Arkansas,10.0,4.0,428.0,377.0,484.0,4.0,1574.0,1223.0,0.7505,2135297.0,0.200358,0.17641,0.226663,28.0,0.012935,5.0,0.18779368234837743,2010,20.035800000000002
53110,any mental illness in the past year,2009-2010,2.0,AMIYR,California,10.0,4.0,4625.0,4268.0,5005.0,1.0,6568.0,4903.0,0.7046,27098973.0,0.170665,0.157491,0.184699,189.0,0.006979,6.0,0.09734884307734618,2010,17.0665
53230,any mental illness in the past year,2009-2010,2.0,AMIYR,Colorado,10.0,4.0,689.0,600.0,789.0,3.0,1635.0,1292.0,0.776,3742471.0,0.184197,0.160216,0.210867,49.0,0.012972,8.0,0.21735979933985394,2010,18.4197
53350,any mental illness in the past year,2009-2010,2.0,AMIYR,Connecticut,10.0,4.0,469.0,405.0,541.0,2.0,1600.0,1245.0,0.7468,2660265.0,0.176349,0.152343,0.203231,35.0,0.013023,9.0,0.20354394398691825,2010,17.634900000000002
53470,any mental illness in the past year,2009-2010,2.0,AMIYR,Delaware,10.0,4.0,122.0,106.0,139.0,3.0,1551.0,1231.0,0.7466,666864.0,0.182902,0.159633,0.208719,8.0,0.012577,10.0,0.2014627214820127,2010,18.290200000000002
53590,any mental illness in the past year,2009-2010,2.0,AMIYR,District of Columbia,10.0,4.0,92.0,81.0,104.0,3.0,1508.0,1247.0,0.8199,479433.0,0.191407,0.168579,0.216521,6.0,0.012246,11.0,0.2080269275282826,2010,19.1407
53710,any mental illness in the past year,2009-2010,2.0,AMIYR,Florida,10.0,4.0,2418.0,2229.0,2621.0,1.0,6131.0,4962.0,0.7626,14211566.0,0.170167,0.156809,0.184415,100.0,0.007059,12.0,0.09224395942860679,2010,17.0167
53830,any mental illness in the past year,2009-2010,2.0,AMIYR,Georgia,10.0,4.0,1101.0,952.0,1268.0,1.0,1498.0,1198.0,0.7572,7073609.0,0.155603,0.134537,0.179283,81.0,0.011389,13.0,0.22356517169529874,2010,15.5603
53950,any mental illness in the past year,2009-2010,2.0,AMIYR,Hawaii,10.0,4.0,170.0,148.0,195.0,2.0,1826.0,1285.0,0.6566,958884.0,0.177446,0.154593,0.202867,12.0,0.012375,15.0,0.17544617084397732,2010,17.7446
54070,any mental illness in the past year,2009-2010,2.0,AMIYR,Idaho,10.0,4.0,249.0,219.0,282.0,5.0,1548.0,1250.0,0.7682,1110933.0,0.224307,0.197579,0.253508,16.0,0.014311,16.0,0.1891351088555125,2010,22.4307
54190,any mental illness in the past year,2009-2010,2.0,AMIYR,Illinois,10.0,4.0,1622.0,1493.0,1759.0,1.0,6785.0,4965.0,0.6994,9557601.0,0.169676,0.15626,0.183993,68.0,0.007097,17.0,0.08627149459597445,2010,16.9676
54310,any mental illness in the past year,2009-2010,2.0,AMIYR,Indiana,10.0,4.0,894.0,789.0,1010.0,3.0,1540.0,1194.0,0.7529,4748179.0,0.188268,0.1661,0.212639,56.0,0.011876,18.0,0.1838809640244389,2010,18.8268
54430,any mental illness in the past year,2009-2010,2.0,AMIYR,Iowa,10.0,4.0,434.0,381.0,492.0,3.0,1537.0,1260.0,0.7964,2258273.0,0.192106,0.168774,0.217819,28.0,0.012606,19.0,0.1931245400082322,2010,19.2106
54550,any mental illness in the past year,2009-2010,2.0,AMIYR,Kansas,10.0,4.0,330.0,286.0,378.0,1.0,1555.0,1195.0,0.7397,2061492.0,0.159871,0.138835,0.183416,23.0,0.011399,20.0,0.21739761641346012,2010,15.987100000000002
54670,any mental illness in the past year,2009-2010,2.0,AMIYR,Kentucky,10.0,4.0,624.0,546.0,710.0,4.0,1568.0,1246.0,0.7577,3228005.0,0.19324,0.16906,0.219963,42.0,0.013,21.0,0.1690260305174031,2010,19.323999999999998
54790,any mental illness in the past year,2009-2010,2.0,AMIYR,Louisiana,10.0,4.0,575.0,501.0,657.0,2.0,1535.0,1217.0,0.7768,3283417.0,0.175078,0.152683,0.199982,40.0,0.012093,22.0,0.21632606557448222,2010,17.5078
54910,any mental illness in the past year,2009-2010,2.0,AMIYR,Maine,10.0,4.0,193.0,169.0,220.0,3.0,1528.0,1267.0,0.8101,1031739.0,0.186954,0.163388,0.213053,13.0,0.012695,23.0,0.16486159405808706,2010,18.6954
55030,any mental illness in the past year,2009-2010,2.0,AMIYR,Maryland,10.0,4.0,727.0,623.0,844.0,1.0,1468.0,1174.0,0.777,4269848.0,0.170326,0.146013,0.19775,56.0,0.013223,24.0,0.23597580236172624,2010,17.032600000000002
55150,any mental illness in the past year,2009-2010,2.0,AMIYR,Massachusetts,10.0,4.0,942.0,828.0,1068.0,3.0,1677.0,1315.0,0.755,5090630.0,0.185056,0.162698,0.209718,61.0,0.012008,25.0,0.19100759823109062,2010,18.5056
55270,any mental illness in the past year,2009-2010,2.0,AMIYR,Michigan,10.0,4.0,1476.0,1372.0,1586.0,4.0,6196.0,4874.0,0.7536,7496526.0,0.196954,0.18308,0.211608,55.0,0.007294,26.0,0.0813731122957311,2010,19.6954
55390,any mental illness in the past year,2009-2010,2.0,AMIYR,Minnesota,10.0,4.0,727.0,641.0,822.0,3.0,1589.0,1268.0,0.7708,3955740.0,0.183804,0.162082,0.207715,46.0,0.011674,27.0,0.19197670570255837,2010,18.380399999999998
55510,any mental illness in the past year,2009-2010,2.0,AMIYR,Mississippi,10.0,4.0,377.0,331.0,429.0,2.0,1544.0,1239.0,0.7601,2120743.0,0.177948,0.15588,0.202391,25.0,0.011913,28.0,0.18688977529099082,2010,17.7948
55630,any mental illness in the past year,2009-2010,2.0,AMIYR,Missouri,10.0,4.0,867.0,762.0,982.0,4.0,1539.0,1216.0,0.7487,4463257.0,0.19415,0.170749,0.219909,56.0,0.012605,29.0,0.1950225227703083,2010,19.415
55750,any mental illness in the past year,2009-2010,2.0,AMIYR,Montana,10.0,4.0,154.0,137.0,173.0,5.0,1558.0,1231.0,0.7552,743513.0,0.207227,0.183742,0.232857,9.0,0.012584,30.0,0.19494742342216084,2010,20.7227
55870,any mental illness in the past year,2009-2010,2.0,AMIYR,Nebraska,10.0,4.0,232.0,203.0,265.0,2.0,1572.0,1227.0,0.7462,1320707.0,0.175838,0.153339,0.200855,16.0,0.012116,31.0,0.22243636420826854,2010,17.5838
55990,any mental illness in the past year,2009-2010,2.0,AMIYR,Nevada,10.0,4.0,393.0,341.0,450.0,5.0,1671.0,1312.0,0.7036,1937426.0,0.202759,0.176231,0.232154,28.0,0.014337,32.0,0.19993326659992544,2010,20.2759
56110,any mental illness in the past year,2009-2010,2.0,AMIYR,New Hampshire,10.0,4.0,202.0,178.0,229.0,4.0,1663.0,1285.0,0.7346,1023798.0,0.197634,0.173648,0.224034,13.0,0.012919,33.0,0.1854161251639927,2010,19.7634
56230,any mental illness in the past year,2009-2010,2.0,AMIYR,New Jersey,10.0,4.0,1151.0,1006.0,1312.0,2.0,1597.0,1215.0,0.746,6560760.0,0.1754,0.153268,0.199974,78.0,0.01193,34.0,0.20217511156087703,2010,17.54
56350,any mental illness in the past year,2009-2010,2.0,AMIYR,New Mexico,10.0,4.0,242.0,209.0,279.0,1.0,1522.0,1198.0,0.7583,1473640.0,0.164307,0.141947,0.189412,18.0,0.012106,35.0,0.1785670391817658,2010,16.4307
56470,any mental illness in the past year,2009-2010,2.0,AMIYR,New York,10.0,4.0,2831.0,2615.0,3061.0,3.0,7165.0,4989.0,0.6758,14885232.0,0.190202,0.175685,0.20562,114.0,0.007658,36.0,0.09699277981960125,2010,19.020200000000003
56590,any mental illness in the past year,2009-2010,2.0,AMIYR,North Carolina,10.0,4.0,1192.0,1033.0,1369.0,2.0,1560.0,1249.0,0.7683,6922057.0,0.172179,0.149238,0.197827,86.0,0.012408,37.0,0.21477954573031738,2010,17.2179
56710,any mental illness in the past year,2009-2010,2.0,AMIYR,North Dakota,10.0,4.0,80.0,69.0,91.0,1.0,1610.0,1258.0,0.7562,490071.0,0.162614,0.141592,0.186081,6.0,0.011391,38.0,0.22522519111163805,2010,16.261400000000002
56830,any mental illness in the past year,2009-2010,2.0,AMIYR,Ohio,10.0,4.0,1702.0,1578.0,1833.0,4.0,6237.0,4914.0,0.7365,8656342.0,0.196643,0.182328,0.211791,65.0,0.00755,39.0,0.07070305807258304,2010,19.6643
56950,any mental illness in the past year,2009-2010,2.0,AMIYR,Oklahoma,10.0,4.0,548.0,482.0,619.0,5.0,1538.0,1185.0,0.7255,2691157.0,0.203445,0.179176,0.230081,35.0,0.013058,40.0,0.1983365197280978,2010,20.3445
57070,any mental illness in the past year,2009-2010,2.0,AMIYR,Oregon,10.0,4.0,589.0,522.0,661.0,4.0,1509.0,1200.0,0.7703,2926397.0,0.201182,0.178506,0.225947,35.0,0.012117,41.0,0.18667492201594968,2010,20.1182
57190,any mental illness in the past year,2009-2010,2.0,AMIYR,Pennsylvania,10.0,4.0,1689.0,1551.0,1836.0,2.0,5288.0,3957.0,0.7208,9632994.0,0.175322,0.161059,0.190561,73.0,0.007549,42.0,0.12061640395004591,2010,17.5322
57310,any mental illness in the past year,2009-2010,2.0,AMIYR,Rhode Island,10.0,4.0,173.0,151.0,198.0,5.0,1568.0,1203.0,0.7418,813218.0,0.212964,0.185442,0.243349,12.0,0.014829,44.0,0.16268283160177638,2010,21.2964
57430,any mental illness in the past year,2009-2010,2.0,AMIYR,South Carolina,10.0,4.0,583.0,504.0,672.0,2.0,1534.0,1238.0,0.7498,3393307.0,0.171804,0.148437,0.197994,43.0,0.01261,45.0,0.1905860927384742,2010,17.180400000000002
57550,any mental illness in the past year,2009-2010,2.0,AMIYR,South Dakota,10.0,4.0,101.0,87.0,116.0,1.0,1516.0,1248.0,0.8005,599159.0,0.168153,0.145553,0.193467,7.0,0.012238,46.0,0.20623470319740272,2010,16.8153
57670,any mental illness in the past year,2009-2010,2.0,AMIYR,Tennessee,10.0,4.0,1000.0,871.0,1144.0,5.0,1525.0,1180.0,0.7171,4726228.0,0.211718,0.184266,0.242047,70.0,0.014833,47.0,0.1738866575477886,2010,21.171799999999998
57790,any mental illness in the past year,2009-2010,2.0,AMIYR,Texas,10.0,4.0,2808.0,2581.0,3049.0,1.0,6148.0,4879.0,0.76,17558413.0,0.1599,0.147021,0.173677,120.0,0.006834,48.0,0.0890189213058533,2010,15.989999999999998
57910,any mental illness in the past year,2009-2010,2.0,AMIYR,Utah,10.0,4.0,436.0,390.0,486.0,5.0,1566.0,1269.0,0.7893,1907850.0,0.228679,0.204533,0.254763,25.0,0.012867,49.0,0.18370759215237062,2010,22.8679
58030,any mental illness in the past year,2009-2010,2.0,AMIYR,Vermont,10.0,4.0,97.0,85.0,110.0,4.0,1452.0,1204.0,0.801,491614.0,0.197546,0.173392,0.224152,6.0,0.012996,50.0,0.1846862278224963,2010,19.7546
58150,any mental illness in the past year,2009-2010,2.0,AMIYR,Virginia,10.0,4.0,1023.0,898.0,1162.0,2.0,1524.0,1214.0,0.759,5842396.0,0.175178,0.153705,0.198945,68.0,0.011569,51.0,0.20381288228809033,2010,17.5178
58270,any mental illness in the past year,2009-2010,2.0,AMIYR,Washington,10.0,4.0,1044.0,919.0,1182.0,5.0,1630.0,1221.0,0.7242,5031007.0,0.207537,0.182589,0.234915,67.0,0.013393,53.0,0.17417968074566686,2010,20.7537
58390,any mental illness in the past year,2009-2010,2.0,AMIYR,West Virginia,10.0,4.0,289.0,254.0,327.0,5.0,1527.0,1198.0,0.7522,1411343.0,0.204691,0.17989,0.231945,19.0,0.013353,54.0,0.16322170959341223,2010,20.4691
